LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:04,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,,42:1B:AD:28:3C:79,-95,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:05,1900-01-00 00:00:00,,5A:5A:1B:05:C9:7B,-94,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,,42:1B:AD:28:3C:79,-94,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:05,1900-01-00 00:00:00,,42:1B:AD:28:3C:79,-94,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,,5A:5A:1B:05:C9:7B,-95,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,,42:1B:AD:28:3C:79,-95,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:05,1900-01-00 00:00:00,,42:1B:AD:28:3C:79,-95,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:05,1900-01-00 00:00:00,,42:1B:AD:28:3C:79,-91,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:05,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:06,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:07,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:07,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:08,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:09,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:11,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:11,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:11,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:11,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:11,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:11,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:11,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:11,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:12,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:12,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:12,1900-01-00 00:00:00,,42:1B:AD:28:3C:79,-97,,0.000000,0.000000,0.000,0.000,Client
2026-01-20 23:15:12,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:12,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-20 23:15:12,1900-01-00 00:00:00,creative@,18:0F:76:8D:5E:4E,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
